CODE	Label - English	Label - French	Label - German	Standard code	Note (EN only)
EEA18	European Economic Area (EU15 - 1995-2004 and IS, LI, NO)	Espace économique européen (EEE) (UE15 - 1995-2004 et IS, LI, NO)	Europäischer Wirtschaftsraum (EWR) (EU15 - 1995-2004 und IS, LI, NO)	Y	This aggregate covers following countries: BE, DK, DE, IE, EL, ES, FR, IT, LU, NL, AT, PT, FI, SE, UK, IS, LI, NO
EEA_X_LI	European Economic Area except Liechtenstein	Espace économique européen (EEE) hors Liechtenstein	Europäischer Wirtschaftsraum (EWR) ohne Liechtenstein	Y	
EEA_NEU	EEA-countries except the EU-countries	Pays de l'EEE hors pays de l'UE	Länder des Europäischen Wirtschaftsraums (EWR) ohne EU-Länder	Y	This aggregate covers following countries: IS, LI, NO
EEA18_OTH	Other European Economic Area (EU15 - 1995-2004 and IS, LI, NO)	Autre(s) pays de l'espace économique européen (EEE) (UE15 - 1995-2004 et IS, LI, NO)	Sonstige Länder des Europäischen Wirtschaftsraums (EWR) (EU15 - 1995-2004 und IS, LI, NO)	Y	
EFTA	European Free Trade Association	Association Européenne de Libre Echange (AELE)	Europäische Freihandelsassoziation	Y	This aggregate covers following countries: CH, IS, LI, NO
IS	Iceland	Islande	Island	Y	
IS0	Ísland	Ísland	Ísland	Y	
IS00	Ísland	Ísland	Ísland	Y	
IS001	Höfuðborgarsvæði	Höfuðborgarsvæði	Höfuðborgarsvæði	Y	
IS002	Landsbyggð	Landsbyggð	Landsbyggð	Y	
ISZ	Extra-Regio level 1	Extra-Regio niveau 1	Extra-Regio Ebene 1	Y	
ISZZ	Extra-Regio level 2	Extra-Regio niveau 2	Extra-Regio Ebene 2	Y	
ISZZZ	Extra-Regio level 3	Extra-Regio niveau 3	Extra-Regio Ebene 3	Y	
IS_CAP	Reykjavik	Reykjavik	Reykjavik	Y	
ISX	Not regionalised/Unknown level 1	Non régionalisé/Inconnu niveau 1	Nicht regionalisiert/Unbekannte Ebene 1	Y	
ISXX	Not regionalised/Unknown level 2	Non régionalisé/Inconnu niveau 2	Nicht regionalisiert/Unbekannte Ebene 2	Y	
ISXXX	Not regionalised/Unknown level 3	Non régionalisé/Inconnu niveau 3	Nicht regionalisiert/Unbekannte Ebene 3	Y	
CH_LI	Switzerland and Liechtenstein	Suisse et Liechtenstein	Schweiz und Liechtenstein	Y	
LI	Liechtenstein	Liechtenstein	Liechtenstein	Y	
LI0	Liechtenstein	Liechtenstein	Liechtenstein	Y	
LI00	Liechtenstein	Liechtenstein	Liechtenstein	Y	
LI000	Liechtenstein	Liechtenstein	Liechtenstein	Y	
LIZ	Extra-Regio level 1	Extra-Regio niveau 1	Extra-Regio Ebene 1	Y	
LIZZ	Extra-Regio level 2	Extra-Regio niveau 2	Extra-Regio Ebene 2	Y	
LIZZZ	Extra-Regio level 3	Extra-Regio niveau 3	Extra-Regio Ebene 3	Y	
LI_CAP	Vaduz	Vaduz	Vaduz	Y	
LIX	Not regionalised/Unknown level 1	Non régionalisé/Inconnu niveau 1	Nicht regionalisiert/Unbekannte Ebene 1	Y	
LIXX	Not regionalised/Unknown level 2	Non régionalisé/Inconnu niveau 2	Nicht regionalisiert/Unbekannte Ebene 2	Y	
LIXXX	Not regionalised/Unknown level 3	Non régionalisé/Inconnu niveau 3	Nicht regionalisiert/Unbekannte Ebene 3	Y	
NO	Norway	Norvège	Norwegen	Y	
NO0	Norge	Norge	Norge	Y	
NO01_02_031-033	Østlandet (Oslo og Akershus, Hedmark og Oppland, Østfold, Buskerud, Vestfold) (statistical region 2016)	Østlandet (Oslo og Akershus, Hedmark og Oppland, Østfold, Buskerud, Vestfold) (statistical region 2016)	Østlandet (Oslo og Akershus, Hedmark og Oppland, Østfold, Buskerud, Vestfold) (statistical region 2016)	N	
NO01	Oslo og Akershus (statistical region 2016)	Oslo og Akershus (statistical region 2016)	Oslo og Akershus (statistical region 2016)	N	
NO011	Oslo (statistical region 2016)	Oslo (statistical region 2016)	Oslo (statistical region 2016)	N	
NO012	Akershus (statistical region 2016)	Akershus (statistical region 2016)	Akershus (statistical region 2016)	N	
NO02	Innlandet	Innlandet	Innlandet	Y	
NO020	Innlandet	Innlandet	Innlandet	Y	
NO021	Hedmark (statistical region 2016)	Hedmark (statistical region 2016)	Hedmark (statistical region 2016)	N	
NO022	Oppland (statistical region 2016)	Oppland (statistical region 2016)	Oppland (statistical region 2016)	N	
NO03	Sør-Østlandet (statistical region 2016)	Sør-Østlandet (statistical region 2016)	Sør-Østlandet (statistical region 2016)	N	
NO031	Østfold (statistical region 2016)	Østfold (statistical region 2016)	Østfold (statistical region 2016)	N	
NO032	Buskerud (statistical region 2016)	Buskerud (statistical region 2016)	Buskerud (statistical region 2016)	N	
NO033	Vestfold (statistical region 2016)	Vestfold (statistical region 2016)	Vestfold (statistical region 2016)	N	
NO034_041_042	Telemark, Aust-Agder, Vest-Agder (statistical region 2016)	Telemark, Aust-Agder, Vest-Agder (statistical region 2016)	Telemark, Aust-Agder, Vest-Agder (statistical region 2016)	N	
NO034	Telemark (statistical region 2016)	Telemark (statistical region 2016)	Telemark (statistical region 2016)	N	
NO04	Agder og Rogaland (statistical region 2016)	Agder og Rogaland (statistical region 2016)	Agder og Rogaland (statistical region 2016)	N	
NO041	Aust-Agder (statistical region 2016)	Aust-Agder (statistical region 2016)	Aust-Agder (statistical region 2016)	N	
NO042	Vest-Agder (statistical region 2016)	Vest-Agder (statistical region 2016)	Vest-Agder (statistical region 2016)	N	
NO043	Rogaland (statistical region 2016)	Rogaland (statistical region 2016)	Rogaland (statistical region 2016)	N	
NO05	Vestlandet (statistical region 2016)	Vestlandet (statistical region 2016)	Vestlandet (statistical region 2016)	N	
NO051	Hordaland (statistical region 2016)	Hordaland (statistical region 2016)	Hordaland (statistical region 2016)	N	
NO052	Sogn og Fjordane (statistical region 2016)	Sogn og Fjordane (statistical region 2016)	Sogn og Fjordane (statistical region 2016)	N	
NO053	Møre og Romsdal (statistical region 2016)	Møre og Romsdal (statistical region 2016)	Møre og Romsdal (statistical region 2016)	N	
NO06	Trøndelag	Trøndelag	Trøndelag	Y	
NO060	Trøndelag/Trööndelage	Trøndelag/Trööndelage	Trøndelag/Trööndelage	Y	
NO061	Sør-Trøndelag (statistical region 2016)	Sør-Trøndelag (statistical region 2016)	Sør-Trøndelag (statistical region 2016)	N	
NO062	Nord-Trøndelag (statistical region 2016)	Nord-Trøndelag (statistical region 2016)	Nord-Trøndelag (statistical region 2016)	N	
NO07	Nord-Norge	Nord-Norge	Nord-Norge	Y	
NO071	Nordland/Nordlánnda	Nordland/Nordlánnda	Nordland/Nordlánnda	Y	
NO072	Troms (statistical region 2016)	Troms (statistical region 2016)	Troms (statistical region 2016)	N	
NO073	Finnmark (statistical region 2016)	Finnmark (statistical region 2016)	Finnmark (statistical region 2016)	N	
NO074	Troms og Finnmark/Romsa ja Finnmárku/Tromssa ja Finmarkku	Troms og Finnmark/Romsa ja Finnmárku/Tromssa ja Finmarkku	Troms og Finnmark/Romsa ja Finnmárku/Tromssa ja Finmarkku	Y	
NO08	Oslo og Viken	Oslo og Viken	Oslo og Viken	Y	
NO081	Oslo	Oslo	Oslo	Y	
NO082	Viken	Viken	Viken	Y	
NO09	Agder og Sør-Østlandet	Agder og Sør-Østlandet	Agder og Sør-Østlandet	Y	
NO091	Vestfold og Telemark	Vestfold og Telemark	Vestfold og Telemark	Y	
NO092	Agder	Agder	Agder	Y	
NO0A	Vestlandet	Vestlandet	Vestlandet	Y	
NO0A1	Rogaland	Rogaland	Rogaland	Y	
NO0A2	Vestland	Vestland	Vestland	Y	
NO0A3	Møre og Romsdal	Møre og Romsdal	Møre og Romsdal	Y	
NO0B	Svalbard og Jan Mayen	Svalbard og Jan Mayen	Svalbard og Jan Mayen	Y	
NO0B1	Jan Mayen	Jan Mayen	Jan Mayen	Y	
NO0B2	Svalbard	Svalbard	Svalbard	Y	
NOZ	Extra-Regio level 1	Extra-Regio niveau 1	Extra-Regio Ebene 1	Y	
NOZZ	Extra-Regio level 2	Extra-Regio niveau 2	Extra-Regio Ebene 2	Y	
NOZZZ	Extra-Regio level 3	Extra-Regio niveau 3	Extra-Regio Ebene 3	Y	
NO_CAP	Oslo	Oslo	Oslo	Y	
NOX	Not regionalised/Unknown level 1	Non régionalisé/Inconnu niveau 1	Nicht regionalisiert/Unbekannte Ebene 1	Y	
NOXX	Not regionalised/Unknown level 2	Non régionalisé/Inconnu niveau 2	Nicht regionalisiert/Unbekannte Ebene 2	Y	
NOXXX	Not regionalised/Unknown level 3	Non régionalisé/Inconnu niveau 3	Nicht regionalisiert/Unbekannte Ebene 3	Y	
CH	Switzerland	Suisse	Schweiz	Y	
CH0	Schweiz/Suisse/Svizzera	Schweiz/Suisse/Svizzera	Schweiz/Suisse/Svizzera	Y	
CH01	Région lémanique	Région lémanique	Région lémanique	Y	
CH011	Vaud	Vaud	Vaud	Y	
CH012	Valais / Wallis	Valais / Wallis	Valais / Wallis	Y	
CH013	Genève	Genève	Genève	Y	
CH02	Espace Mittelland	Espace Mittelland	Espace Mittelland	Y	
CH021	Bern / Berne	Bern / Berne	Bern / Berne	Y	
CH022	Fribourg / Freiburg	Fribourg / Freiburg	Fribourg / Freiburg	Y	
CH023	Solothurn	Solothurn	Solothurn	Y	
CH024	Neuchâtel	Neuchâtel	Neuchâtel	Y	
CH025	Jura	Jura	Jura	Y	
CH03	Nordwestschweiz	Nordwestschweiz	Nordwestschweiz	Y	
CH031	Basel-Stadt	Basel-Stadt	Basel-Stadt	Y	
CH032	Basel-Landschaft	Basel-Landschaft	Basel-Landschaft	Y	
CH033	Aargau	Aargau	Aargau	Y	
CH04	Zürich	Zürich	Zürich	Y	
CH040	Zürich	Zürich	Zürich	Y	
CH05	Ostschweiz	Ostschweiz	Ostschweiz	Y	
CH051	Glarus	Glarus	Glarus	Y	
CH052	Schaffhausen	Schaffhausen	Schaffhausen	Y	
CH053	Appenzell Ausserrhoden	Appenzell Ausserrhoden	Appenzell Ausserrhoden	Y	
CH054	Appenzell Innerrhoden	Appenzell Innerrhoden	Appenzell Innerrhoden	Y	
CH055	St. Gallen	St. Gallen	St. Gallen	Y	
CH056	Graubünden / Grigioni / Grischun	Graubünden / Grigioni / Grischun	Graubünden / Grigioni / Grischun	Y	
CH057	Thurgau	Thurgau	Thurgau	Y	
CH06	Zentralschweiz	Zentralschweiz	Zentralschweiz	Y	
CH061	Luzern	Luzern	Luzern	Y	
CH062	Uri	Uri	Uri	Y	
CH063	Schwyz	Schwyz	Schwyz	Y	
CH064	Obwalden	Obwalden	Obwalden	Y	
CH065	Nidwalden	Nidwalden	Nidwalden	Y	
CH066	Zug	Zug	Zug	Y	
CH07	Ticino	Ticino	Ticino	Y	
CH070	Ticino	Ticino	Ticino	Y	
CHZ	Extra-Regio level 1	Extra-Regio niveau 1	Extra-Regio Ebene 1	Y	
CHZZ	Extra-Regio level 2	Extra-Regio niveau 2	Extra-Regio Ebene 2	Y	
CHZZZ	Extra-Regio level 3	Extra-Regio niveau 3	Extra-Regio Ebene 3	Y	
CH_CAP	Bern (Berne)	Bern (Berne)	Bern	Y	
CH_DEL	Genève	Genève	Genève	Y	
CHX	Not regionalised/Unknown level 1	Non régionalisé/Inconnu niveau 1	Nicht regionalisiert/Unbekannte Ebene 1	Y	
CHXX	Not regionalised/Unknown level 2	Non régionalisé/Inconnu niveau 2	Nicht regionalisiert/Unbekannte Ebene 2	Y	
CHXXX	Not regionalised/Unknown level 3	Non régionalisé/Inconnu niveau 3	Nicht regionalisiert/Unbekannte Ebene 3	Y	
EFTA_FOR	European Free Trade Association except reporting country	Association Européenne de Libre Echange (AELE) hors pays declarant	Europäische Freihandelsassoziation ohne das Meldeland	Y	
EFTA_OTH	Other European Free Trade Association countries	Autre(s) pays de l'Association Européenne de Libre Echange (AELE)	Sonstige Länder der Europäischen Freihandelsassoziation	Y	
UK	United Kingdom	United Kingdom	United Kingdom	Y	
UKC-M	Great Britain	Grande-Bretagne	Großbritannien	N	
UKC-L	England and Wales	England et Wales	England und Wales	N	
UKC	North East (UK) (NUTS 2021)	North East (UK) (NUTS 2021)	North East (UK) (NUTS 2021)	N	
UKC1	Tees Valley and Durham (NUTS 2021)	Tees Valley and Durham (NUTS 2021)	Tees Valley and Durham (NUTS 2021)	N	
UKC11	Hartlepool and Stockton-on-Tees (NUTS 2021)	Hartlepool and Stockton-on-Tees (NUTS 2021)	Hartlepool and Stockton-on-Tees (NUTS 2021)	N	
UKC12	South Teesside (NUTS 2021)	South Teesside (NUTS 2021)	South Teesside (NUTS 2021)	N	
UKC13	Darlington (NUTS 2021)	Darlington (NUTS 2021)	Darlington (NUTS 2021)	N	
UKC14	Durham CC (NUTS 2021)	Durham CC (NUTS 2021)	Durham CC (NUTS 2021)	N	
UKC2	Northumberland and Tyne and Wear (NUTS 2021)	Northumberland and Tyne and Wear (NUTS 2021)	Northumberland and Tyne and Wear (NUTS 2021)	N	
UKC21	Northumberland (NUTS 2021)	Northumberland (NUTS 2021)	Northumberland (NUTS 2021)	N	
UKC22	Tyneside (NUTS 2021)	Tyneside (NUTS 2021)	Tyneside (NUTS 2021)	N	
UKC23	Sunderland (NUTS 2021)	Sunderland (NUTS 2021)	Sunderland (NUTS 2021)	N	
UKD	North West (UK) (NUTS 2021)	North West (UK) (NUTS 2021)	North West (UK) (NUTS 2021)	N	
UKD1	Cumbria (NUTS 2021)	Cumbria (NUTS 2021)	Cumbria (NUTS 2021)	N	
UKD11	West Cumbria (NUTS 2021)	West Cumbria (NUTS 2021)	West Cumbria (NUTS 2021)	N	
UKD12	East Cumbria (NUTS 2021)	East Cumbria (NUTS 2021)	East Cumbria (NUTS 2021)	N	
UKD2	Cheshire (NUTS 2006)	Cheshire (NUTS 2006)	Cheshire (NUTS 2006)	N	
UKD21	Halton and Warrington (NUTS 2006)	Halton and Warrington (NUTS 2006)	Halton and Warrington (NUTS 2006)	N	
UKD22	Cheshire CC (NUTS 2006)	Cheshire CC (NUTS 2006)	Cheshire CC (NUTS 2006)	N	
UKD3-D5	Greater Manchester, Lancashire, Merseyside (NUTS 2006)	Greater Manchester, Lancashire, Merseyside (NUTS 2006)	Greater Manchester, Lancashire, Merseyside (NUTS 2006)	N	
UKD3	Greater Manchester (NUTS 2021)	Greater Manchester (NUTS 2021)	Greater Manchester (NUTS 2021)	N	
UKD31	Greater Manchester South (NUTS 2010)	Greater Manchester South (NUTS 2010)	Greater Manchester South (NUTS 2010)	N	
UKD32	Greater Manchester North (NUTS 2010)	Greater Manchester North (NUTS 2010)	Greater Manchester North (NUTS 2010)	N	
UKD33	Manchester (NUTS 2021)	Manchester (NUTS 2021)	Manchester (NUTS 2021)	N	
UKD34	Greater Manchester South West (NUTS 2021)	Greater Manchester South West (NUTS 2021)	Greater Manchester South West (NUTS 2021)	N	
UKD35	Greater Manchester South East (NUTS 2021)	Greater Manchester South East (NUTS 2021)	Greater Manchester South East (NUTS 2021)	N	
UKD36	Greater Manchester North West (NUTS 2021)	Greater Manchester North West (NUTS 2021)	Greater Manchester North West (NUTS 2021)	N	
UKD37	Greater Manchester North East (NUTS 2021)	Greater Manchester North East (NUTS 2021)	Greater Manchester North East (NUTS 2021)	N	
UKD4	Lancashire (NUTS 2021)	Lancashire (NUTS 2021)	Lancashire (NUTS 2021)	N	
UKD41	Blackburn with Darwen (NUTS 2021)	Blackburn with Darwen (NUTS 2021)	Blackburn with Darwen (NUTS 2021)	N	
UKD42	Blackpool (NUTS 2021)	Blackpool (NUTS 2021)	Blackpool (NUTS 2021)	N	
UKD43	Lancashire CC (NUTS 2010)	Lancashire CC (NUTS 2010)	Lancashire CC (NUTS 2010)	N	
UKD44	Lancaster & Wyre (NUTS 2021)	Lancaster & Wyre (NUTS 2021)	Lancaster & Wyre (NUTS 2021)	N	
UKD45	Mid Lancashire (NUTS 2021)	Mid Lancashire (NUTS 2021)	Mid Lancashire (NUTS 2021)	N	
UKD46	East Lancashire (NUTS 2021)	East Lancashire (NUTS 2021)	East Lancashire (NUTS 2021)	N	
UKD47	Chorley & West Lancashire (NUTS 2021)	Chorley & West Lancashire (NUTS 2021)	Chorley & West Lancashire (NUTS 2021)	N	
UKD5	Merseyside (NUTS 2006)	Merseyside (NUTS 2006)	Merseyside (NUTS 2006)	N	
UKD51	East Merseyside (NUTS 2006)	East Merseyside (NUTS 2006)	East Merseyside (NUTS 2006)	N	
UKD52	Liverpool (NUTS 2006)	Liverpool (NUTS 2006)	Liverpool (NUTS 2006)	N	
UKD53	Sefton (NUTS 2006)	Sefton (NUTS 2006)	Sefton (NUTS 2006)	N	
UKD54	Wirral (NUTS 2006)	Wirral (NUTS 2006)	Wirral (NUTS 2006)	N	
UKD6	Cheshire (NUTS 2021)	Cheshire (NUTS 2021)	Cheshire (NUTS 2021)	N	
UKD61	Warrington (NUTS 2021)	Warrington (NUTS 2021)	Warrington (NUTS 2021)	N	
UKD62	Cheshire East (NUTS 2021)	Cheshire East (NUTS 2021)	Cheshire East (NUTS 2021)	N	
UKD63	Cheshire West and Chester (NUTS 2021)	Cheshire West and Chester (NUTS 2021)	Cheshire West and Chester (NUTS 2021)	N	
UKD7	Merseyside (NUTS 2021)	Merseyside (NUTS 2021)	Merseyside (NUTS 2021)	N	
UKD71	East Merseyside (NUTS 2021)	East Merseyside (NUTS 2021)	East Merseyside (NUTS 2021)	N	
UKD72	Liverpool (NUTS 2021)	Liverpool (NUTS 2021)	Liverpool (NUTS 2021)	N	
UKD73	Sefton (NUTS 2021)	Sefton (NUTS 2021)	Sefton (NUTS 2021)	N	
UKD74	Wirral (NUTS 2021)	Wirral (NUTS 2021)	Wirral (NUTS 2021)	N	
UKE	Yorkshire and The Humber (NUTS 2021)	Yorkshire and The Humber (NUTS 2021)	Yorkshire and The Humber (NUTS 2021)	N	
UKE1	East Yorkshire and Northern Lincolnshire (NUTS 2021)	East Yorkshire and Northern Lincolnshire (NUTS 2021)	East Yorkshire and Northern Lincolnshire (NUTS 2021)	N	
UKE11	Kingston upon Hull, City of (NUTS 2021)	Kingston upon Hull, City of (NUTS 2021)	Kingston upon Hull, City of (NUTS 2021)	N	
UKE12	East Riding of Yorkshire (NUTS 2021)	East Riding of Yorkshire (NUTS 2021)	East Riding of Yorkshire (NUTS 2021)	N	
UKE13	North and North East Lincolnshire (NUTS 2021)	North and North East Lincolnshire (NUTS 2021)	North and North East Lincolnshire (NUTS 2021)	N	
UKE2	North Yorkshire (NUTS 2021)	North Yorkshire (NUTS 2021)	North Yorkshire (NUTS 2021)	N	
UKE21	York (NUTS 2021)	York (NUTS 2021)	York (NUTS 2021)	N	
UKE22	North Yorkshire CC (NUTS 2021)	North Yorkshire CC (NUTS 2021)	North Yorkshire CC (NUTS 2021)	N	
UKE3_E4	South and West Yorkshire (NUTS 2021)	South and West Yorkshire (NUTS 2021)	South and West Yorkshire (NUTS 2021)	N	
UKE3	South Yorkshire (NUTS 2021)	South Yorkshire (NUTS 2021)	South Yorkshire (NUTS 2021)	N	
UKE31	Barnsley, Doncaster and Rotherham (NUTS 2021)	Barnsley, Doncaster and Rotherham (NUTS 2021)	Barnsley, Doncaster and Rotherham (NUTS 2021)	N	
UKE32	Sheffield (NUTS 2021)	Sheffield (NUTS 2021)	Sheffield (NUTS 2021)	N	
UKE4	West Yorkshire (NUTS 2021)	West Yorkshire (NUTS 2021)	West Yorkshire (NUTS 2021)	N	
UKE41	Bradford (NUTS 2021)	Bradford (NUTS 2021)	Bradford (NUTS 2021)	N	
UKE42	Leeds (NUTS 2021)	Leeds (NUTS 2021)	Leeds (NUTS 2021)	N	
UKE43	Calderdale, Kirklees and Wakefield (NUTS 2006)	Calderdale, Kirklees and Wakefield (NUTS 2006)	Calderdale, Kirklees and Wakefield (NUTS 2006)	N	
UKE44	Calderdale and Kirklees (NUTS 2021)	Calderdale and Kirklees (NUTS 2021)	Calderdale and Kirklees (NUTS 2021)	N	
UKE45	Wakefield (NUTS 2021)	Wakefield (NUTS 2021)	Wakefield (NUTS 2021)	N	
UKF	East Midlands (UK) (NUTS 2021)	East Midlands (UK) (NUTS 2021)	East Midlands (UK) (NUTS 2021)	N	
UKF1	Derbyshire and Nottinghamshire (NUTS 2021)	Derbyshire and Nottinghamshire (NUTS 2021)	Derbyshire and Nottinghamshire (NUTS 2021)	N	
UKF11	Derby (NUTS 2021)	Derby (NUTS 2021)	Derby (NUTS 2021)	N	
UKF12	East Derbyshire (NUTS 2021)	East Derbyshire (NUTS 2021)	East Derbyshire (NUTS 2021)	N	
UKF13	South and West Derbyshire (NUTS 2021)	South and West Derbyshire (NUTS 2021)	South and West Derbyshire (NUTS 2021)	N	
UKF14	Nottingham (NUTS 2021)	Nottingham (NUTS 2021)	Nottingham (NUTS 2021)	N	
UKF15	North Nottinghamshire (NUTS 2021)	North Nottinghamshire (NUTS 2021)	North Nottinghamshire (NUTS 2021)	N	
UKF16	South Nottinghamshire (NUTS 2021)	South Nottinghamshire (NUTS 2021)	South Nottinghamshire (NUTS 2021)	N	
UKF2	Leicestershire, Rutland and Northamptonshire (NUTS 2021)	Leicestershire, Rutland and Northamptonshire (NUTS 2021)	Leicestershire, Rutland and Northamptonshire (NUTS 2021)	N	
UKF21	Leicester (NUTS 2021)	Leicester (NUTS 2021)	Leicester (NUTS 2021)	N	
UKF22	Leicestershire CC and Rutland (NUTS 2021)	Leicestershire CC and Rutland (NUTS 2021)	Leicestershire CC and Rutland (NUTS 2021)	N	
UKF23	Northamptonshire (NUTS 2006)	Northamptonshire (NUTS 2006)	Northamptonshire (NUTS 2006)	N	
UKF24	West Northamptonshire (NUTS 2021)	West Northamptonshire (NUTS 2021)	West Northamptonshire (NUTS 2021)	N	
UKF25	North Northamptonshire (NUTS 2021)	North Northamptonshire (NUTS 2021)	North Northamptonshire (NUTS 2021)	N	
UKF3	Lincolnshire (NUTS 2021)	Lincolnshire (NUTS 2021)	Lincolnshire (NUTS 2021)	N	
UKF30	Lincolnshire (NUTS 2021)	Lincolnshire (NUTS 2021)	Lincolnshire (NUTS 2021)	N	
UKG	West Midlands (UK) (NUTS 2021)	West Midlands (UK) (NUTS 2021)	West Midlands (UK) (NUTS 2021)	N	
UKG1_G3	Herefordshire, Worcestershire and Warwickshire, West Midlands (NUTS 2021)	Herefordshire, Worcestershire and Warwickshire, West Midlands (NUTS 2021)	Herefordshire, Worcestershire and Warwickshire, West Midlands (NUTS 2021)	N	
UKG1	Herefordshire, Worcestershire and Warwickshire (NUTS 2021)	Herefordshire, Worcestershire and Warwickshire (NUTS 2021)	Herefordshire, Worcestershire and Warwickshire (NUTS 2021)	N	
UKG11	Herefordshire, County of (NUTS 2021)	Herefordshire, County of (NUTS 2021)	Herefordshire, County of (NUTS 2021)	N	
UKG12	Worcestershire (NUTS 2021)	Worcestershire (NUTS 2021)	Worcestershire (NUTS 2021)	N	
UKG13	Warwickshire (NUTS 2021)	Warwickshire (NUTS 2021)	Warwickshire (NUTS 2021)	N	
UKG2	Shropshire and Staffordshire (NUTS 2021)	Shropshire and Staffordshire (NUTS 2021)	Shropshire and Staffordshire (NUTS 2021)	N	
UKG21	Telford and Wrekin (NUTS 2021)	Telford and Wrekin (NUTS 2021)	Telford and Wrekin (NUTS 2021)	N	
UKG22	Shropshire CC (NUTS 2021)	Shropshire CC (NUTS 2021)	Shropshire CC (NUTS 2021)	N	
UKG23	Stoke-on-Trent (NUTS 2021)	Stoke-on-Trent (NUTS 2021)	Stoke-on-Trent (NUTS 2021)	N	
UKG24	Staffordshire CC (NUTS 2021)	Staffordshire CC (NUTS 2021)	Staffordshire CC (NUTS 2021)	N	
UKG3	West Midlands (NUTS 2021)	West Midlands (NUTS 2021)	West Midlands (NUTS 2021)	N	
UKG31	Birmingham (NUTS 2021)	Birmingham (NUTS 2021)	Birmingham (NUTS 2021)	N	
UKG32	Solihull (NUTS 2021)	Solihull (NUTS 2021)	Solihull (NUTS 2021)	N	
UKG33	Coventry (NUTS 2021)	Coventry (NUTS 2021)	Coventry (NUTS 2021)	N	
UKG34	Dudley and Sandwell (NUTS 2006)	Dudley and Sandwell (NUTS 2006)	Dudley and Sandwell (NUTS 2006)	N	
UKG35	Walsall and Wolverhampton (NUTS 2006)	Walsall and Wolverhampton (NUTS 2006)	Walsall and Wolverhampton (NUTS 2006)	N	
UKG36	Dudley (NUTS 2021)	Dudley (NUTS 2021)	Dudley (NUTS 2021)	N	
UKG37	Sandwell (NUTS 2021)	Sandwell (NUTS 2021)	Sandwell (NUTS 2021)	N	
UKG38	Walsall (NUTS 2021)	Walsall (NUTS 2021)	Walsall (NUTS 2021)	N	
UKG39	Wolverhampton (NUTS 2021)	Wolverhampton (NUTS 2021)	Wolverhampton (NUTS 2021)	N	
UKH	East of England (NUTS 2021)	East of England (NUTS 2021)	East of England (NUTS 2021)	N	
UKH1	East Anglia (NUTS 2021)	East Anglia (NUTS 2021)	East Anglia (NUTS 2021)	N	
UKH11	Peterborough (NUTS 2021)	Peterborough (NUTS 2021)	Peterborough (NUTS 2021)	N	
UKH12	Cambridgeshire CC (NUTS 2021)	Cambridgeshire CC (NUTS 2021)	Cambridgeshire CC (NUTS 2021)	N	
UKH13	Norfolk (NUTS 2010)	Norfolk (NUTS 2010)	Norfolk (NUTS 2010)	N	
UKH14	Suffolk (NUTS 2021)	Suffolk (NUTS 2021)	Suffolk (NUTS 2021)	N	
UKH15	Norwich & East Norfolk (NUTS 2021)	Norwich & East Norfolk (NUTS 2021)	Norwich & East Norfolk (NUTS 2021)	N	
UKH16	North & West Norfolk (NUTS 2021)	North & West Norfolk (NUTS 2021)	North & West Norfolk (NUTS 2021)	N	
UKH17	Breckland & South Norfolk (NUTS 2021)	Breckland & South Norfolk (NUTS 2021)	Breckland & South Norfolk (NUTS 2021)	N	
UKH2	Bedfordshire and Hertfordshire (NUTS 2021)	Bedfordshire and Hertfordshire (NUTS 2021)	Bedfordshire and Hertfordshire (NUTS 2021)	N	
UKH21	Luton (NUTS 2021)	Luton (NUTS 2021)	Luton (NUTS 2021)	N	
UKH22	Bedfordshire CC (NUTS 2006)	Bedfordshire CC (NUTS 2006)	Bedfordshire CC (NUTS 2006)	N	
UKH23	Hertfordshire (NUTS 2021)	Hertfordshire (NUTS 2021)	Hertfordshire (NUTS 2021)	N	
UKH24	Bedford (NUTS 2021)	Bedford (NUTS 2021)	Bedford (NUTS 2021)	N	
UKH25	Central Bedfordshire (NUTS 2021)	Central Bedfordshire (NUTS 2021)	Central Bedfordshire (NUTS 2021)	N	
UKH3	Essex (NUTS 2021)	Essex (NUTS 2021)	Essex (NUTS 2021)	N	
UKH31	Southend-on-Sea (NUTS 2021)	Southend-on-Sea (NUTS 2021)	Southend-on-Sea (NUTS 2021)	N	
UKH32	Thurrock (NUTS 2021)	Thurrock (NUTS 2021)	Thurrock (NUTS 2021)	N	
UKH33	Essex CC (NUTS 2010)	Essex CC (NUTS 2010)	Essex CC (NUTS 2010)	N	
UKH34	Essex Haven Gateway (NUTS 2021)	Essex Haven Gateway (NUTS 2021)	Essex Haven Gateway (NUTS 2021)	N	
UKH35	West Essex (NUTS 2021)	West Essex (NUTS 2021)	West Essex (NUTS 2021)	N	
UKH36	Heart of Essex (NUTS 2021)	Heart of Essex (NUTS 2021)	Heart of Essex (NUTS 2021)	N	
UKH37	Essex Thames Gateway (NUTS 2021)	Essex Thames Gateway (NUTS 2021)	Essex Thames Gateway (NUTS 2021)	N	
UKI_J	London, South East (NUTS 2021)	London, South East (NUTS 2021)	London, South East (NUTS 2021)	N	
UKI_J1	London, Berkshire, Buckinghamshire and Oxfordshire (NUTS 2021)	London, Berkshire, Buckinghamshire and Oxfordshire (NUTS 2021)	London, Berkshire, Buckinghamshire and Oxfordshire (NUTS 2021)	N	
